Time: 0 | a: 0100101000101101 | b: 1011001111010100 | result: 11101001111011011110010001000100 | result (hex): e9ede444
Time: 2420 | a: 1101000101001011 | b: 0010111001000001 | result: 11110111100011111001111000001011 | result (hex): f78f9e0b
Time: 2430 | a: 1010100111110011 | b: 0000100100011110 | result: 11111100111011110111010101111010 | result (hex): fcef757a
Time: 2440 | a: 1000101100110000 | b: 0100111000101010 | result: 11011100010101010111010111100000 | result (hex): dc5575e0
Time: 2450 | a: 1010010101110111 | b: 0111000100101001 | result: 11010111111110110000011100001111 | result (hex): d7fb070f
Time: 2460 | a: 0011010100010101 | b: 0010111100011000 | result: 00001001110000111101010011111000 | result (hex): 9c3d4f8
Time: 2470 | a: 0100000101000000 | b: 1100110101111001 | result: 11110011000111110001011101000000 | result (hex): f31f1740
Time: 2480 | a: 0101111011101101 | b: 0100001101100011 | result: 00011000111111001011110010100111 | result (hex): 18fcbca7
Time: 2490 | a: 0000111100110010 | b: 1001010100001001 | result: 11111001101001101010001011000010 | result (hex): f9a6a2c2
Time: 2500 | a: 1111100001110111 | b: 0111100111011111 | result: 11111100011010011010111010101001 | result (hex): fc69aea9
Time: 2510 | a: 1000111010111100 | b: 0010110101010110 | result: 11101011111100001111111100101000 | result (hex): ebf0ff28
Time: 2520 | a: 1001100011011011 | b: 1110001001110100 | result: 00001011111001111001100100111100 | result (hex): be7993c
Time: 2530 | a: 1001100011011000 | b: 0110110100001010 | result: 11010100000011111111000001110000 | result (hex): d40ff070
Time: 2540 | a: 1100000110110100 | b: 0111011011101011 | result: 11100011000011111100100000111100 | result (hex): e30fc83c
Time: 2550 | a: 0000101110111100 | b: 1110101001001010 | result: 11111111000000010011110001011000 | result (hex): ff013c58
Time: 2560 | a: 1100010100010000 | b: 1010101010010000 | result: 00010011101010110111100100000000 | result (hex): 13ab7900
Time: 2570 | a: 0000111010101101 | b: 0001011001011011 | result: 00000001010010000001010101111111 | result (hex): 148157f
Time: 2580 | a: 0101100011010001 | b: 0011100010100000 | result: 00010011101001010011101010100000 | result (hex): 13a53aa0
Time: 2590 | a: 1001111101111001 | b: 0110010000000001 | result: 11011010010010101110001101111001 | result (hex): da4ae379
Time: 2600 | a: 0000011011001010 | b: 1100010011110000 | result: 11111110011011110000010101100000 | result (hex): fe6f0560
Time: 2610 | a: 0101010100101011 | b: 1011101111011111 | result: 11101001010101011001100101110101 | result (hex): e9559975
Time: 2620 | a: 0111010000001001 | b: 0001011001101011 | result: 00001010001010010100010111000011 | result (hex): a2945c3
Time: 2630 | a: 0000100101011000 | b: 0101001011110110 | result: 00000011000001110010101010010000 | result (hex): 3072a90
Time: 2640 | a: 1101100111001111 | b: 1001100010001010 | result: 00001111011011110101000110010110 | result (hex): f6f5196
Time: 2650 | a: 0110011111111111 | b: 0101001001000110 | result: 00100001011011000001110110111010 | result (hex): 216c1dba
Time: 2660 | a: 1001001001101010 | b: 0111011010111100 | result: 11001101001011000110000111011000 | result (hex): cd2c61d8
Time: 2670 | a: 1111111110011100 | b: 1010101101000101 | result: 00000000001000010001100100001100 | result (hex): 21190c
Time: 2680 | a: 1101100100110000 | b: 0001100001110100 | result: 11111100010010101110100111000000 | result (hex): fc4ae9c0
Time: 2690 | a: 1001100001001111 | b: 0001101011100100 | result: 11110101000110111010110001011100 | result (hex): f51bac5c
Time: 2700 | a: 0000111101100000 | b: 0010010000001100 | result: 00000010001010100011100010000000 | result (hex): 22a3880
Time: 2710 | a: 1000010100101110 | b: 0101010001110000 | result: 11010111011111010101110000100000 | result (hex): d77d5c20
Time: 2720 | a: 0100111010011100 | b: 0001001111011011 | result: 00000110000110001101001101110100 | result (hex): 618d374
Time: 2730 | a: 1110101011001011 | b: 0010011101101101 | result: 11111100101110111110010101101111 | result (hex): fcbbe56f
Time: 2740 | a: 1100110001111011 | b: 0000101001000101 | result: 11111101111011101110101100100111 | result (hex): fdeeeb27
Time: 2750 | a: 0000101101101111 | b: 0101001101000101 | result: 00000011101110000001000111101011 | result (hex): 3b811eb
Time: 2760 | a: 0100111100110101 | b: 1110000010011010 | result: 11110110010010010000010111100010 | result (hex): f64905e2
Time: 2770 | a: 1000111100100100 | b: 0100001100111110 | result: 11100010010110110001011010111000 | result (hex): e25b16b8
Time: 2780 | a: 0111011100000101 | b: 0001100001111100 | result: 00001011011000100001111001101100 | result (hex): b621e6c
Time: 2790 | a: 0001011000110100 | b: 1101000011010100 | result: 11111011111010001010001100010000 | result (hex): fbe8a310
Time: 2800 | a: 0011000100000110 | b: 1111111000110100 | result: 11111111101001111110100100111000 | result (hex): ffa7e938
Time: 2810 | a: 1010001100011010 | b: 0100001101110000 | result: 11100111100001110010100101100000 | result (hex): e7872960
Time: 2820 | a: 1111010011110000 | b: 0010001010110110 | result: 11111110100000000000001010100000 | result (hex): fe8002a0
Time: 2830 | a: 0110111010110101 | b: 0100111000100000 | result: 00100001110010001111110010100000 | result (hex): 21c8fca0
Time: 2840 | a: 1011101100101011 | b: 1000011100000101 | result: 00100000100001110101010011010111 | result (hex): 208754d7
Time: 2850 | a: 1110100100000100 | b: 0100101010001011 | result: 11111001010011101010110100101100 | result (hex): f94ead2c
Time: 2860 | a: 0010101100010001 | b: 1110111000110010 | result: 11111101000000010011011101010010 | result (hex): fd013752
Time: 2870 | a: 0001111011111011 | b: 1111100110101101 | result: 11111111001111000001001010011111 | result (hex): ff3c129f
Time: 2880 | a: 1000001000001101 | b: 1000100111000110 | result: 00111010001010101000101100001110 | result (hex): 3a2a8b0e
Time: 2890 | a: 1010000100011010 | b: 1100111010001000 | result: 00010010010101101000000111010000 | result (hex): 125681d0
Time: 2900 | a: 0001010000001011 | b: 0010110010001001 | result: 00000011011111001001110111100011 | result (hex): 37c9de3
Time: 2910 | a: 1010000111001101 | b: 1110001101000001 | result: 00001010100100111101110000001101 | result (hex): a93dc0d
Time: 2920 | a: 1000110100100011 | b: 1011000011110001 | result: 00100011011110001110110111110011 | result (hex): 2378edf3
Time: 2930 | a: 1010011001111111 | b: 1000010000101001 | result: 00101011010011000010011001010111 | result (hex): 2b4c2657
Time: 2940 | a: 0100100101101101 | b: 0011110010110100 | result: 00010001011010010010110010100100 | result (hex): 11692ca4
Time: 2950 | a: 1101010011111101 | b: 1111101001110011 | result: 00000000111011101011111110100111 | result (hex): eebfa7
Time: 2960 | a: 1011101011101000 | b: 1111100000011000 | result: 00000010001000100100010111000000 | result (hex): 22245c0
Time: 2970 | a: 1011110111100100 | b: 0010111111011000 | result: 11110011101001010001010001100000 | result (hex): f3a51460
Time: 2980 | a: 1001101011001110 | b: 1010110010011001 | result: 00100000111101111110110100011110 | result (hex): 20f7ed1e
Time: 2990 | a: 1111110111111000 | b: 1101010111111001 | result: 00000000010101010101111000111000 | result (hex): 555e38
Time: 3000 | a: 1011001110011110 | b: 0110011011111100 | result: 11100001010001011100001110001000 | result (hex): e145c388
Time: 3010 | a: 1010000010000100 | b: 0101111010101111 | result: 11011100101011110011001000111100 | result (hex): dcaf323c
Time: 3020 | a: 1101010100101110 | b: 0011111101111111 | result: 11110101011000010001001111010010 | result (hex): f56113d2
Time: 3030 | a: 1101100001011100 | b: 1101011100111011 | result: 00000110010100000010000100110100 | result (hex): 6502134
Time: 3040 | a: 0100100101000110 | b: 1111100101110111 | result: 11111110001000010010010110001010 | result (hex): fe21258a
Time: 3050 | a: 0010010111000011 | b: 1101110101010001 | result: 11111010111000100100100110110011 | result (hex): fae249b3
Time: 3060 | a: 1010011000000000 | b: 0100011110010000 | result: 11100110110101110110000000000000 | result (hex): e6d76000
Time: 3070 | a: 0100000010010010 | b: 1011001100100100 | result: 11101100100111010010101010001000 | result (hex): ec9d2a88
Time: 3080 | a: 0111100010000001 | b: 0110011100010010 | result: 00110000100001000110000000010010 | result (hex): 30846012
Time: 3090 | a: 1011011101001101 | b: 0100000111101110 | result: 11101101010001101111011010010110 | result (hex): ed46f696
Time: 3100 | a: 0010001111000110 | b: 0000110001001010 | result: 00000001101101111001111100111100 | result (hex): 1b79f3c
Time: 3110 | a: 1011110001100001 | b: 0101111010101110 | result: 11100110111111011010011111101110 | result (hex): e6fda7ee
Time: 3120 | a: 1000010001100010 | b: 1111101001000101 | result: 00000010110001000110001001101010 | result (hex): 2c4626a
Time: 3130 | a: 0000111010000110 | b: 1001111100110001 | result: 11111010100000100000000110100110 | result (hex): fa8201a6
Time: 3140 | a: 0010011011011111 | b: 1000110001111110 | result: 11101110011101100001010111000010 | result (hex): ee7615c2
Time: 3150 | a: 1111010100101010 | b: 0101101001111101 | result: 11111100001010110111100110000010 | result (hex): fc2b7982
Time: 3160 | a: 0111001101111010 | b: 0001010110101111 | result: 00001001110001111111001001100110 | result (hex): 9c7f266
Time: 3170 | a: 0011100100101101 | b: 1100100010101000 | result: 11110011101000111010110110001000 | result (hex): f3a3ad88
Time: 3180 | a: 1101010100101110 | b: 1001000110001001 | result: 00010010011110100010001110011110 | result (hex): 127a239e
Time: 3190 | a: 0001111111100011 | b: 1001111001110100 | result: 11110011110110011000110011011100 | result (hex): f3d98cdc
Time: 3200 | a: 0000101100000000 | b: 1100010110100110 | result: 11111101011111100010001000000000 | result (hex): fd7e2200
Time: 3210 | a: 1111101111000110 | b: 0011000100000001 | result: 11111111001100001110000111000110 | result (hex): ff30e1c6
Time: 3220 | a: 1000110100110110 | b: 1011110001011000 | result: 00011110010101100011001010010000 | result (hex): 1e563290
Time: 3230 | a: 0110010000100101 | b: 1000010110110111 | result: 11010000001010011100111101110011 | result (hex): d029cf73
Time: 3240 | a: 1010001101101010 | b: 1001101101110010 | result: 00100100010111011111001100110100 | result (hex): 245df334
Time: 3250 | a: 0100011110100101 | b: 0100011100110000 | result: 00010011111011000011000111110000 | result (hex): 13ec31f0
Time: 3260 | a: 0010011110111100 | b: 1000010000000110 | result: 11101100110000011101111001101000 | result (hex): ecc1de68
Time: 3270 | a: 0010010111011110 | b: 0010110000011111 | result: 00000110100001101011110111100010 | result (hex): 686bde2
Time: 3280 | a: 1111111001001100 | b: 1011010001100100 | result: 00000000100000001100010110110000 | result (hex): 80c5b0
Time: 3290 | a: 0100101101010000 | b: 1010010100101011 | result: 11100101010001110011011001110000 | result (hex): e5473670
Time: 3300 | a: 1100000011100010 | b: 1100000001111010 | result: 00001111101010010110101110110100 | result (hex): fa96bb4
Time: 3310 | a: 0111111110101000 | b: 1011010001011100 | result: 11011010010010000000000001100000 | result (hex): da480060
Time: 3320 | a: 0101011000101001 | b: 0011100011010101 | result: 00010011001000001010100000011101 | result (hex): 1320a81d
Time: 3330 | a: 1111110100000100 | b: 1010101101011000 | result: 00000000111111001010010101100000 | result (hex): fca560
Time: 3340 | a: 0100101001011111 | b: 1001110011100111 | result: 11100011001101011111111110111001 | result (hex): e335ffb9
Time: 3350 | a: 1100100111001100 | b: 1101010101011111 | result: 00001001000001101001111010110100 | result (hex): 9069eb4
Time: 3360 | a: 1110001010001101 | b: 0100010110010010 | result: 11110111111111110011010101101010 | result (hex): f7ff356a
Time: 3370 | a: 1000011001100000 | b: 1110111111000011 | result: 00000111101101101111101100100000 | result (hex): 7b6fb20
Time: 3380 | a: 1000000111101011 | b: 0110101010000101 | result: 11001011100010011100110100010111 | result (hex): cb89cd17
Time: 3390 | a: 1111010101111010 | b: 1010010101010101 | result: 00000011101110100010001110000010 | result (hex): 3ba2382
Time: 3400 | a: 1000010111110111 | b: 1011110100011111 | result: 00011111111000011001001111101001 | result (hex): 1fe193e9
Time: 3410 | a: 0110110010000110 | b: 0010110110110100 | result: 00010011010111111101110000111000 | result (hex): 135fdc38
Time: 3420 | a: 1100000100100110 | b: 0001001001100100 | result: 11111011011111000001111011011000 | result (hex): fb7c1ed8
Time: 3430 | a: 1101100111010011 | b: 0011111101110010 | result: 11110110100010011110110011110110 | result (hex): f689ecf6
Time: 3440 | a: 0100011011001001 | b: 1010010100100011 | result: 11100110111000000011101001111011 | result (hex): e6e03a7b
Time: 3450 | a: 0110010010011101 | b: 1000011110101011 | result: 11010000101101001111111111011111 | result (hex): d0b4ffdf
Time: 3460 | a: 1110010110011101 | b: 0110010001000101 | result: 11110101101010100011011101010001 | result (hex): f5aa3751
Time: 3470 | a: 1011110000001000 | b: 1011101111000111 | result: 00010010000111010000001000111000 | result (hex): 121d0238
Time: 3480 | a: 0001110100011011 | b: 0011100100001100 | result: 00000110011111000110000001000100 | result (hex): 67c6044
Time: 3490 | a: 1110011100011111 | b: 1110011101111010 | result: 00000010011000100001110111000110 | result (hex): 2621dc6
Time: 3500 | a: 0101010111110100 | b: 0011000011101011 | result: 00010000011011001010011011111100 | result (hex): 106ca6fc
Time: 3510 | a: 0011110011011001 | b: 1011100010000001 | result: 11101111000000011010000101011001 | result (hex): ef01a159
Time: 3520 | a: 1111011001111110 | b: 0100001100111010 | result: 11111101100000001101001010001100 | result (hex): fd80d28c
Time: 3530 | a: 0010100001000101 | b: 1111100001101001 | result: 11111110110011100101110001001101 | result (hex): fece5c4d
Time: 3540 | a: 0010110110111111 | b: 1001110110111111 | result: 11101110011100010100010010000001 | result (hex): ee714481
Time: 3550 | a: 0001110110111110 | b: 0011001110110111 | result: 00000110000000100001110011010010 | result (hex): 6021cd2
Time: 3560 | a: 1101101011011111 | b: 0000101001000100 | result: 11111110100000101101100100111100 | result (hex): fe82d93c
Time: 3570 | a: 1110000101101011 | b: 0001110000000101 | result: 11111100101001110001101100010111 | result (hex): fca71b17
Time: 3580 | a: 1001110010101001 | b: 0011101100111110 | result: 11101001000000101110001111101110 | result (hex): e902e3ee
Time: 3590 | a: 1101101101110111 | b: 0110001101110010 | result: 11110001110011101011111111111110 | result (hex): f1cebffe
Time: 3600 | a: 0110000001100001 | b: 1100000000010100 | result: 11100111111011110100011110010100 | result (hex): e7ef4794
Time: 3610 | a: 0110101100011101 | b: 1100010111111110 | result: 11100111101110101001011111000110 | result (hex): e7ba97c6
Time: 3620 | a: 1010010001011001 | b: 1010011100100101 | result: 00011111110011111100111111011101 | result (hex): 1fcfcfdd
Time: 3630 | a: 0000000111000101 | b: 0100000101110100 | result: 00000000011100111101001001000100 | result (hex): 73d244
Time: 3640 | a: 0110000000110010 | b: 0110100011100100 | result: 00100111011010011111110010001000 | result (hex): 2769fc88
Time: 3650 | a: 1010100011101110 | b: 0011011000100110 | result: 11101101100101010100011101010100 | result (hex): ed954754
Time: 3660 | a: 0001100111010000 | b: 0110010111001000 | result: 00001010010000110011101010000000 | result (hex): a433a80
Time: 3670 | a: 0110111010100111 | b: 1001000001001110 | result: 11001111101110001010011011100010 | result (hex): cfb8a6e2
